Overall,Height,Weight,Age,Weak_foot,Skill_Moves,Ball_Control,Dribbling,Marking,Sliding_Tackle,Standing_Tackle,Aggression,Reactions,Attacking_Position,Interceptions,Vision,Composure,Crossing,Short_Pass,Long_Pass,Acceleration,Speed,Stamina,Strength,Balance,Agility,Jumping,Heading,Shot_Power,Finishing,Long_Shots,Curve,Freekick_Accuracy,Penalties,Volleys,GK_Positioning,GK_Diving,GK_Kicking,GK_Handling,GK_Reflexes
0,183,82,29,3,2,55,50,74,72,76,77,66,44,73,52,66,59,56,51,69,66,75,78,62,58,67,71,45,43,42,51,47,54,38,12,6,13,9,13
0,181,74,30,1,1,15,11,14,11,14,17,65,10,24,53,22,11,13,12,35,35,31,41,43,38,63,12,12,11,14,13,13,19,14,67,79,75,67,79
0,190,82,31,3,3,68,53,16,12,14,66,74,79,29,38,62,26,57,23,61,69,58,79,39,34,86,78,77,75,71,29,48,65,55,13,11,7,9,15
0,184,78,33,3,2,60,56,77,81,80,73,73,49,77,35,77,60,60,60,69,69,68,78,62,64,78,72,68,24,43,54,43,41,40,10,10,7,12,14
0,192,80,31,2,2,74,71,56,68,76,74,67,64,75,74,70,61,76,68,54,64,77,81,39,44,78,74,81,60,67,44,39,50,42,7,12,11,12,16
0,173,71,29,3,4,76,77,23,23,24,64,71,72,31,65,66,70,70,68,75,78,65,70,82,81,70,42,76,62,78,87,69,40,65,12,15,7,7,15
0,179,67,29,3,3,79,74,42,34,31,36,74,72,45,70,60,67,69,57,66,68,53,57,74,81,56,66,80,73,79,80,66,68,75,11,8,7,16,9
0,174,70,30,4,4,75,78,18,20,44,69,68,64,38,72,62,71,71,69,78,78,74,65,83,82,81,71,83,61,73,82,70,61,71,16,11,15,13,6
0,183,74,28,3,3,73,68,72,75,76,70,68,63,72,68,68,70,72,70,71,74,75,76,64,71,72,56,58,29,53,64,35,40,16,8,13,10,12,14
0,184,81,28,3,3,71,75,44,43,40,64,66,70,44,70,68,73,73,63,84,84,76,73,69,77,64,63,74,71,67,75,58,54,69,6,10,9,6,16
0,183,78,29,2,1,19,13,11,12,15,36,72,16,15,31,41,14,33,22,50,42,41,65,41,48,64,13,24,12,11,15,14,18,12,68,75,72,69,77
0,188,76,32,4,3,75,82,68,58,75,72,70,60,71,73,62,66,76,73,72,67,74,74,46,64,67,51,83,69,81,80,85,76,65,10,15,9,11,9
0,186,78,29,3,2,58,45,72,71,74,73,70,53,73,56,52,63,67,69,63,66,71,77,56,59,78,75,61,25,31,63,41,38,58,12,11,14,6,14
0,185,80,30,3,2,55,45,74,72,73,71,70,45,74,42,72,55,61,60,69,68,61,80,54,64,85,71,61,31,53,26,32,32,33,13,6,8,13,8
0,189,78,30,3,3,68,65,75,77,78,68,73,45,77,60,76,71,70,66,61,60,66,74,54,64,80,78,66,48,60,67,40,33,59,13,12,8,7,10
0,177,79,30,3,3,70,72,18,28,21,74,70,74,29,65,72,50,57,47,76,81,67,69,67,79,72,76,75,73,65,66,57,77,64,6,8,7,14,11
0,175,79,30,4,2,70,75,25,37,40,71,67,67,24,64,72,67,65,59,85,92,90,65,78,74,79,61,83,64,61,61,54,65,56,11,10,11,16,8
0,180,85,30,2,4,77,75,34,41,45,57,71,68,35,71,67,67,72,65,68,69,72,74,61,70,65,43,75,69,73,75,73,68,54,6,13,8,7,15
0,172,72,31,2,4,78,80,66,74,70,71,68,70,68,64,74,76,74,70,88,84,68,68,86,88,68,54,76,56,72,74,59,67,66,9,7,10,13,9
0,175,68,29,3,2,70,62,71,67,71,78,77,60,73,60,68,59,76,66,69,65,89,64,80,73,60,64,68,46,53,66,54,66,56,6,15,8,6,11
0,186,77,28,4,2,67,68,64,74,76,75,69,58,66,54,54,68,63,60,86,86,76,73,57,64,74,68,61,38,42,28,33,40,24,12,13,14,14,13
0,176,75,32,3,3,68,77,34,33,31,66,71,73,46,68,71,67,68,61,87,85,83,65,75,78,74,56,73,71,69,61,74,59,70,10,8,6,6,15
0,188,82,28,4,2,75,68,58,63,69,76,74,60,73,75,78,69,76,74,72,67,74,75,58,58,73,56,71,54,67,63,56,48,50,8,7,6,11,8
0,175,69,29,3,3,66,71,64,65,68,67,73,74,80,75,71,68,77,70,75,63,76,60,73,80,73,55,68,38,67,69,66,40,34,12,9,11,12,8
0,173,75,28,4,4,74,79,39,35,36,34,69,68,31,71,71,68,73,60,90,86,72,57,83,84,56,42,72,70,70,74,76,71,66,15,14,7,8,6
0,178,68,28,5,2,72,70,65,70,76,84,72,64,75,64,66,63,73,66,67,68,83,68,70,69,82,62,82,62,72,64,60,71,62,15,6,8,7,11
0,187,88,31,3,2,57,52,73,73,75,78,72,29,73,51,76,42,61,60,49,53,67,83,56,55,57,72,59,23,21,49,52,46,49,8,6,10,10,16
0,179,68,29,3,3,69,68,23,24,23,52,75,76,30,53,68,30,65,32,77,80,70,63,64,62,72,67,75,75,71,52,51,70,71,6,6,8,11,11
0,187,73,30,3,2,48,32,73,71,73,79,66,26,71,44,59,34,58,56,66,71,76,84,61,55,76,74,64,24,33,47,37,50,28,8,10,11,9,6
0,173,64,29,3,2,69,66,48,54,59,77,75,69,62,80,68,59,75,76,63,58,75,59,83,69,57,45,81,65,77,80,71,68,49,11,9,8,12,8
0,183,78,30,3,2,68,55,70,75,77,78,73,57,70,59,59,72,67,69,69,66,78,74,62,63,71,60,51,32,40,58,27,41,33,5,13,11,5,11
0,167,69,30,3,3,71,73,16,23,46,41,70,73,46,76,74,80,73,75,74,69,66,56,82,81,64,35,65,62,67,78,76,60,66,10,10,10,12,8
0,175,71,31,4,4,76,77,22,27,30,73,72,74,33,71,72,65,69,66,78,77,67,64,79,75,70,51,79,71,77,81,73,69,79,6,14,14,12,12
0,187,78,31,3,2,59,47,73,75,74,77,69,39,67,49,70,54,66,67,65,69,53,76,58,60,80,73,57,37,33,38,45,47,22,13,9,14,8,16
0,188,81,30,3,2,70,70,65,72,74,78,68,71,68,60,74,78,72,68,78,78,76,76,66,69,71,73,72,41,73,74,46,52,45,3,3,4,4,3
0,178,75,31,3,3,69,68,36,21,25,53,69,74,32,58,59,67,58,42,80,81,80,74,63,75,77,67,80,75,72,57,54,78,68,7,13,11,10,11
0,185,72,31,4,2,71,62,67,70,72,70,69,58,77,67,74,63,70,69,64,67,84,70,64,67,70,66,66,58,58,68,57,61,46,9,13,9,12,10
0,176,74,29,4,4,75,77,21,25,22,65,70,70,30,67,65,79,68,66,76,79,73,61,73,78,78,61,75,64,72,77,72,72,68,16,16,6,8,10
0,173,69,30,3,3,79,78,66,75,73,72,70,72,70,69,74,76,73,70,83,80,65,59,88,90,72,56,66,60,70,79,74,68,68,3,3,3,5,5
0,176,70,33,3,2,72,70,70,59,69,80,69,59,67,68,68,59,80,76,59,59,81,69,80,76,76,59,70,49,64,80,70,59,58,12,16,11,7,13
0,187,80,33,4,2,73,65,65,67,68,74,72,70,71,71,76,65,74,72,68,66,92,80,71,68,82,67,67,52,65,65,68,73,52,8,9,15,8,11
0,179,73,29,3,3,71,68,69,72,73,68,70,49,69,64,70,70,70,62,77,77,79,69,72,75,74,59,71,46,65,71,76,38,62,7,10,15,13,15
0,188,84,35,4,3,77,74,35,25,22,57,68,71,41,72,74,74,73,73,69,62,54,82,50,72,51,63,79,70,75,79,80,69,73,6,10,12,11,9
0,184,77,30,3,3,74,77,19,23,26,52,74,76,23,59,73,67,75,54,75,74,65,69,72,75,84,70,74,74,66,67,63,66,74,13,13,7,9,16
0,183,71,32,3,2,51,57,77,62,76,75,71,42,74,54,74,40,55,50,60,63,45,76,67,61,85,75,22,43,42,44,25,30,52,10,11,11,16,11
0,179,75,36,2,3,75,70,64,67,68,69,75,59,69,78,83,74,78,76,49,34,55,69,75,65,51,53,67,58,65,71,70,71,60,16,15,16,10,16
0,178,70,32,3,2,60,46,71,62,75,92,71,49,79,64,64,47,73,64,54,55,89,71,73,67,71,66,54,43,44,52,45,47,37,15,10,15,16,12
0,182,75,26,2,2,59,58,73,71,75,77,66,50,75,43,73,50,65,62,66,70,65,70,65,73,78,75,53,38,25,38,21,26,39,9,8,10,16,10
0,194,89,29,3,3,70,67,27,28,36,68,72,74,29,64,78,59,66,51,54,63,59,83,48,55,70,78,78,72,61,62,41,77,73,8,15,7,7,15
0,173,72,31,3,2,70,66,66,67,71,68,74,55,78,67,57,55,72,75,64,69,80,69,72,78,71,55,62,50,68,58,46,65,57,10,7,14,16,15
0,180,74,32,3,3,75,69,68,52,72,77,68,68,72,73,69,67,75,76,73,72,75,63,71,68,77,64,77,55,68,67,65,66,68,9,9,6,16,9
0,178,71,30,3,3,66,62,34,28,32,40,76,71,47,69,70,67,66,58,73,65,76,72,78,59,64,69,80,79,69,68,71,75,70,8,14,12,10,12
0,174,69,31,3,2,69,69,78,74,76,72,68,47,76,64,64,72,72,73,69,72,72,64,79,79,72,61,66,25,62,58,43,53,38,9,12,8,15,7
0,185,85,30,2,3,66,69,34,32,42,76,68,71,55,67,69,51,65,53,77,85,77,80,65,75,82,72,80,73,70,66,64,70,66,16,13,16,16,13
0,183,81,31,2,2,72,62,71,70,75,67,71,70,64,60,71,73,71,69,77,84,68,84,67,63,77,73,91,42,73,74,72,76,67,16,14,15,13,10
0,191,78,31,3,3,74,66,33,35,45,74,76,81,34,75,85,50,76,67,52,56,65,81,44,50,47,84,79,75,71,69,58,67,68,11,13,14,5,10
0,194,84,30,2,2,68,43,74,68,72,77,69,54,75,65,68,57,72,70,50,53,82,75,34,44,30,69,69,46,64,62,60,42,38,15,7,12,9,14
0,188,90,32,2,1,27,19,20,18,11,44,72,16,22,63,61,19,28,25,47,49,41,72,42,50,73,18,17,18,14,27,21,41,32,70,73,78,69,73
0,183,80,31,3,2,67,64,68,75,76,81,69,62,67,45,74,72,68,64,51,52,67,76,56,54,80,76,74,60,67,59,55,61,59,16,13,11,12,8
0,181,80,34,3,2,63,59,74,70,73,65,71,50,73,53,76,60,68,68,33,38,70,80,63,43,75,74,80,56,67,75,72,83,71,6,15,16,10,6
0,194,85,33,3,1,23,12,15,12,17,29,69,11,20,52,22,11,31,22,33,37,29,72,36,36,64,12,30,13,13,13,14,17,17,74,74,67,72,70
0,182,77,32,2,2,71,70,73,71,73,72,76,51,70,65,75,71,67,66,79,83,75,76,71,76,58,52,66,30,46,63,58,55,48,13,9,9,10,7
0,193,96,30,3,1,24,14,11,11,11,24,75,15,22,33,53,14,25,23,38,47,36,76,34,42,76,12,24,17,15,13,13,43,11,74,73,74,68,73
0,181,73,29,3,3,68,70,74,70,74,77,73,67,67,58,68,76,66,64,77,76,77,71,69,74,79,63,73,50,64,73,69,58,59,15,10,8,9,13
0,180,74,31,3,2,67,61,74,79,76,85,74,56,67,25,67,65,68,59,67,67,78,74,62,68,75,67,83,47,66,66,33,56,43,9,11,9,8,8
0,175,71,29,2,3,71,71,50,55,48,74,70,73,59,67,66,70,65,70,86,92,80,75,70,91,90,51,66,58,64,83,69,53,55,9,7,14,16,15
0,176,69,32,3,3,81,80,27,31,31,65,71,67,37,77,79,75,73,77,64,63,55,57,79,77,55,63,74,63,76,83,77,75,71,9,6,14,14,9
0,193,90,35,2,1,22,11,15,12,20,36,66,18,23,45,57,17,32,39,46,35,33,80,31,41,68,20,16,12,18,13,12,18,11,73,72,71,70,74
0,175,69,33,3,3,76,74,47,43,52,61,76,66,54,74,73,74,72,65,75,68,69,56,74,76,68,55,78,64,72,80,75,70,62,13,9,15,8,13
0,188,88,33,4,1,30,11,13,12,13,29,68,15,13,49,65,11,30,11,46,40,32,71,36,57,65,13,26,12,16,15,13,28,16,75,72,60,75,70
0,180,82,31,3,2,76,69,67,66,72,80,71,63,72,75,83,63,73,72,59,52,63,72,61,57,62,58,74,61,73,61,71,67,56,8,15,10,6,16
0,178,69,31,3,2,72,68,64,69,72,61,73,64,72,71,74,74,76,74,64,54,78,70,75,71,74,58,73,67,64,80,76,78,63,6,13,14,8,6
0,178,69,33,3,2,76,70,32,26,39,73,66,71,41,77,72,81,73,78,60,64,62,58,69,65,53,45,69,77,78,84,82,78,67,6,7,7,13,7
0,182,73,32,4,4,81,82,11,15,15,33,70,72,19,73,74,60,70,45,75,76,60,58,66,78,43,59,59,62,63,79,65,75,65,15,13,9,14,15
0,182,77,30,3,2,71,74,70,71,73,70,70,69,65,67,69,74,69,69,80,79,83,74,75,76,66,67,70,69,69,62,56,60,56,8,10,16,12,9
0,170,67,31,4,3,72,71,35,32,37,56,63,63,24,76,66,65,78,76,76,72,63,54,80,79,72,43,71,66,68,49,57,53,70,16,8,9,10,6
0,185,83,30,3,2,68,67,72,76,75,70,70,69,70,59,69,70,72,60,67,77,77,77,58,68,70,58,77,66,64,59,52,59,65,6,9,8,8,16
0,176,74,32,2,4,76,73,29,25,27,47,65,68,34,73,72,76,64,65,83,83,72,64,69,75,90,56,80,70,76,74,69,73,75,14,8,13,11,14
0,189,88,31,4,1,20,17,18,20,15,23,71,14,24,53,32,14,25,17,42,51,28,71,42,38,75,18,22,19,20,18,16,20,13,70,73,79,73,70
0,185,75,32,2,4,74,76,32,34,45,40,67,68,26,77,80,72,78,77,52,59,52,63,64,64,55,52,75,69,75,77,80,68,79,6,8,12,8,11
0,178,70,33,3,2,75,71,67,71,70,81,67,62,71,60,73,74,72,70,78,78,75,76,73,73,73,60,81,40,67,73,77,57,57,16,7,12,16,14
0,191,92,32,3,2,54,46,73,68,73,82,65,37,76,49,54,30,57,58,51,53,76,85,34,39,69,75,50,30,24,25,26,31,28,11,10,15,8,6
0,178,72,32,4,3,72,70,68,66,70,76,70,68,70,68,63,67,73,72,75,77,92,65,72,78,73,64,72,61,71,63,65,60,59,6,8,16,10,7
0,175,68,36,4,3,75,73,38,46,45,65,70,80,59,74,81,73,73,69,65,65,74,54,73,67,53,53,64,72,66,66,67,73,68,15,13,8,8,15
0,187,81,32,3,2,69,66,71,72,74,84,77,67,74,69,56,73,71,68,64,66,72,80,63,65,65,66,80,60,72,66,67,68,53,12,8,16,13,8
0,185,78,33,3,2,58,57,76,69,77,61,67,40,71,49,70,58,70,62,46,47,68,68,54,53,79,82,68,36,55,53,43,53,51,11,10,14,11,8
0,181,78,30,3,2,63,58,69,71,82,80,76,59,79,76,63,58,77,76,65,43,73,81,68,60,69,62,61,65,66,60,71,59,47,15,11,11,15,16
0,180,69,28,3,4,73,74,42,43,52,56,74,70,56,74,71,69,73,66,76,75,81,53,78,76,70,62,65,61,62,72,65,63,66,8,6,7,7,7
0,178,71,35,2,2,75,70,70,72,71,66,70,64,70,70,76,85,77,77,68,68,68,66,72,72,74,58,72,46,62,80,76,50,62,12,6,7,5,7
0,188,77,34,4,2,72,56,30,19,32,76,74,82,41,69,73,49,61,44,33,33,71,91,34,39,54,82,83,77,66,55,59,80,74,13,6,8,14,14
0,182,76,35,3,1,14,13,15,20,23,26,69,5,21,61,52,16,25,12,35,35,32,33,34,27,43,11,25,9,9,10,23,19,8,71,76,62,73,74
0,172,67,32,3,2,76,68,67,61,66,71,74,61,67,70,66,68,81,72,69,72,73,66,73,71,68,67,75,58,66,76,73,63,62,12,7,6,8,6
0,193,82,32,4,2,58,54,74,68,73,68,73,28,75,53,58,27,51,50,34,55,74,87,47,46,83,76,63,40,52,55,56,60,47,11,11,16,7,12
0,178,79,33,3,3,71,71,27,32,29,80,72,71,37,73,76,59,66,46,76,81,74,75,62,71,81,71,73,75,61,57,52,68,71,14,7,13,11,9
0,184,84,32,3,3,65,53,13,15,17,46,73,86,24,54,74,39,63,32,58,53,67,70,56,63,68,76,71,82,70,61,36,69,78,15,8,8,9,7
0,189,82,34,3,2,72,64,20,22,24,78,67,74,43,58,70,60,61,55,64,68,71,85,62,64,71,81,77,73,71,63,53,77,65,14,8,6,15,11
0,182,82,33,2,3,66,69,71,75,75,70,69,64,75,57,75,76,70,61,68,79,70,76,68,65,74,63,69,33,59,67,44,63,53,14,9,10,7,8
0,193,88,33,3,1,19,16,13,12,15,34,65,13,24,35,42,18,31,28,46,28,24,68,34,44,72,14,19,13,11,15,14,22,15,74,74,65,69,76
0,177,73,33,3,3,74,72,56,62,61,77,74,72,33,65,66,71,67,65,86,89,67,63,73,85,59,58,70,68,67,64,51,64,66,16,6,15,13,12
0,170,68,33,3,3,68,56,68,70,74,85,71,56,68,64,77,60,76,63,76,74,88,78,82,70,71,59,72,47,56,58,60,69,46,10,16,8,6,15
0,180,70,34,3,3,76,75,41,44,48,59,69,67,55,76,77,78,79,73,64,60,61,67,56,69,56,58,68,68,65,82,74,79,58,14,11,15,11,7
0,170,67,35,4,3,69,72,25,21,28,52,73,67,46,81,82,80,74,78,72,73,67,60,83,70,61,48,64,66,71,81,67,66,56,16,10,13,12,10
0,183,83,34,2,2,51,42,73,71,76,85,66,32,69,22,61,42,59,33,54,57,65,83,53,47,68,73,52,32,45,22,42,30,24,11,8,7,11,7
0,178,78,36,3,2,56,45,73,72,74,86,62,26,71,62,70,44,61,65,67,50,59,82,56,63,82,71,67,34,40,58,64,58,50,16,12,12,15,13
0,184,89,35,3,2,75,58,18,20,26,50,66,82,24,54,75,56,72,44,51,35,55,84,66,61,84,81,81,77,66,68,64,80,68,5,14,10,13,5
0,176,72,36,3,2,73,65,77,70,73,78,80,55,73,68,69,79,77,73,68,68,61,66,68,62,75,64,77,53,69,74,74,60,62,8,12,16,12,11
0,169,70,38,3,3,71,76,68,69,76,79,77,58,71,73,81,61,73,81,53,54,54,47,71,70,75,61,73,49,66,58,59,50,62,8,15,9,8,14
0,181,71,32,4,3,70,67,66,61,72,78,61,61,68,73,73,62,75,80,65,63,82,74,68,66,65,42,75,56,64,72,73,58,55,9,14,12,11,16
0,181,78,30,4,2,73,64,59,62,72,74,68,59,73,73,75,71,77,80,51,53,73,74,68,56,54,49,80,62,73,83,81,83,69,16,13,16,10,7
0,185,80,35,3,2,68,73,44,41,47,70,71,72,45,57,65,65,73,68,69,72,64,83,70,67,66,74,74,71,68,58,70,69,73,11,14,10,8,11
0,180,74,31,3,2,57,55,72,74,74,73,66,55,68,50,57,55,56,48,66,68,77,80,69,71,83,73,57,33,40,27,17,34,25,10,12,8,13,9
0,180,84,37,3,2,59,58,72,69,74,73,68,53,72,47,70,50,63,64,55,49,54,81,65,58,80,79,67,45,50,60,40,61,41,12,16,13,14,9
0,170,73,34,4,3,75,73,13,14,20,50,75,83,13,65,67,53,65,60,38,47,60,64,78,78,47,71,77,76,68,71,68,82,75,15,10,9,16,15
0,178,75,37,3,3,75,70,70,66,69,68,75,72,68,79,79,80,76,75,36,36,39,76,61,63,68,60,77,71,72,82,86,82,64,14,15,15,9,7
0,183,84,36,3,2,68,65,28,39,36,72,72,73,44,64,75,52,65,57,55,54,30,89,52,55,79,77,80,73,71,64,64,75,67,7,13,13,11,15
0,193,83,33,3,2,61,58,74,72,71,72,70,50,72,45,72,42,67,63,60,60,76,82,49,56,74,73,61,32,34,42,21,31,37,8,8,7,9,6
0,168,64,36,3,4,72,72,60,33,55,62,72,67,67,82,72,77,73,75,63,52,72,42,75,83,58,44,71,66,67,75,66,56,68,11,7,13,8,9
0,176,72,33,3,2,61,47,75,76,76,79,68,44,76,48,64,61,55,54,68,64,34,68,72,69,68,67,53,47,44,43,32,34,48,6,9,6,7,6
0,183,84,32,3,3,75,74,25,27,29,31,70,74,28,64,65,60,70,65,68,65,65,75,60,70,71,70,75,71,69,80,69,75,72,7,7,9,6,5
0,175,65,32,4,3,75,72,50,41,51,59,70,70,54,72,67,75,75,74,67,72,66,47,74,70,50,62,68,62,66,78,75,72,60,12,11,6,16,10
0,170,69,33,3,3,77,74,20,22,27,48,77,70,14,72,73,69,72,70,81,73,71,34,90,81,32,50,74,61,68,81,78,68,72,10,13,12,9,9
0,192,88,32,3,2,46,38,75,68,81,81,54,33,70,24,65,30,51,61,34,37,37,91,33,33,66,73,80,26,44,19,55,25,16,7,15,9,6,15
0,184,90,34,2,1,23,15,11,12,13,23,64,9,11,30,70,10,29,29,49,39,35,65,59,33,69,18,25,18,13,15,13,20,15,76,74,64,70,74
0,192,93,34,2,1,23,13,14,12,11,40,65,17,22,34,39,12,24,23,46,42,30,72,54,44,67,12,13,14,14,13,13,12,18,73,79,62,66,76
0,183,77,34,3,1,22,10,10,11,15,34,48,11,22,41,32,14,24,32,52,49,45,58,50,41,71,10,22,12,10,18,12,16,14,75,78,71,70,80
0,193,90,34,3,1,18,13,12,17,15,16,67,13,10,35,23,11,17,18,52,53,35,63,42,44,69,13,22,12,15,11,11,16,11,75,73,69,70,74
0,174,70,34,3,2,71,68,73,76,75,72,73,54,73,55,77,75,73,66,67,67,73,62,78,75,76,61,67,49,55,57,45,57,48,16,9,12,12,8
0,183,79,31,3,2,73,69,70,73,76,70,68,69,72,75,73,77,74,76,69,77,75,78,62,70,68,64,80,55,73,81,76,68,55,5,4,6,5,4
0,194,98,36,3,1,19,14,11,10,15,34,74,7,25,34,59,12,39,37,35,41,35,80,32,33,71,13,23,13,9,11,15,21,14,76,74,59,71,69
0,180,85,37,2,1,25,11,17,12,14,38,67,11,21,42,66,9,38,33,39,39,31,55,60,62,72,16,39,12,18,11,20,23,14,75,69,70,73,72
0,180,69,32,3,2,58,44,73,75,75,75,69,26,74,39,71,43,50,52,52,66,70,73,73,47,79,70,59,29,48,40,28,61,42,12,13,10,11,8
0,191,84,35,2,1,22,12,14,13,14,38,75,11,23,47,41,16,26,27,50,43,34,60,48,52,64,16,23,15,15,13,13,22,16,69,75,64,64,78
0,193,83,34,3,1,25,11,12,13,15,38,75,16,26,58,48,13,31,27,50,42,25,63,51,57,71,15,23,14,14,15,13,22,15,72,70,68,71,76
0,188,81,34,3,2,70,56,18,20,34,69,73,78,36,58,75,52,61,34,57,61,48,88,58,66,70,76,81,73,69,60,69,75,74,6,13,6,12,15
0,168,72,37,3,2,73,69,74,71,74,83,75,62,77,74,73,69,76,72,55,54,69,68,80,72,53,49,73,63,70,64,71,60,60,14,6,7,11,16
0,191,92,34,2,1,35,15,13,16,11,21,66,13,25,40,46,11,39,32,41,46,29,63,48,51,72,13,27,11,12,13,12,42,11,70,74,69,71,78
0,184,79,37,4,3,72,73,56,63,68,61,73,79,68,72,84,76,73,73,61,62,52,74,56,76,78,79,76,67,72,76,72,74,86,5,8,6,12,13
0,180,72,37,3,2,73,64,70,69,73,75,72,62,75,68,66,61,75,71,48,48,60,75,65,58,71,71,53,48,48,56,53,49,26,16,9,15,6,13
0,184,81,34,4,2,71,66,43,31,20,83,77,72,42,76,81,69,73,53,69,66,69,75,62,70,84,67,74,78,67,65,71,71,70,8,10,16,8,11
0,182,73,32,3,3,77,71,51,57,61,61,73,72,62,75,72,72,79,72,66,66,60,65,68,69,68,56,80,59,76,75,72,64,62,9,10,10,6,12
0,176,74,34,4,3,75,73,40,43,49,67,73,69,52,76,70,76,80,78,42,31,36,59,70,63,33,52,72,68,74,81,82,77,73,16,12,6,12,14
0,177,70,34,3,2,74,63,72,69,71,75,74,66,70,66,72,47,78,68,51,55,76,70,71,59,63,59,79,52,70,62,58,69,59,11,9,13,15,11
0,176,66,36,2,3,74,71,70,74,70,73,78,61,75,60,76,67,70,72,69,69,68,66,76,77,74,64,66,30,48,68,46,58,57,6,14,14,7,6
0,178,70,38,3,3,76,70,20,34,38,30,76,68,33,74,77,78,79,79,38,34,55,62,68,76,68,28,79,65,77,87,88,83,78,15,8,7,6,6
0,184,75,38,3,2,70,61,75,74,77,71,63,36,75,59,81,51,71,75,34,34,55,76,64,34,82,79,70,38,69,69,71,63,42,7,15,9,10,12
0,191,83,35,2,3,74,63,18,31,25,66,77,80,35,63,76,58,68,42,32,36,35,85,28,27,32,78,77,75,60,73,52,62,74,6,13,8,6,8
0,170,65,37,4,3,76,72,53,63,62,59,70,55,71,87,85,79,79,78,44,39,45,48,80,70,34,44,71,49,65,76,72,78,54,9,8,10,7,7
0,180,75,33,3,2,73,67,70,68,70,73,71,67,74,72,75,61,75,73,48,51,68,72,72,65,75,74,75,63,71,63,72,70,47,13,6,15,15,10
0,181,77,33,4,2,76,73,46,35,49,61,75,72,56,73,80,73,75,71,67,69,83,74,62,75,52,54,82,68,80,70,61,74,74,8,15,13,15,6
0,189,85,39,2,1,14,13,11,15,14,39,76,9,16,14,62,12,22,17,39,40,31,74,45,48,70,13,22,12,11,15,15,17,14,72,72,53,72,74
0,178,75,40,3,3,77,70,53,45,59,58,70,67,54,81,82,62,77,73,53,61,59,65,72,60,33,58,70,71,67,73,71,76,64,14,11,8,7,7
0,180,76,36,3,2,71,66,65,69,73,77,69,67,77,75,74,71,74,74,68,66,69,70,62,69,70,68,77,59,73,58,54,67,68,6,5,7,15,13
0,184,76,23,3,3,71,65,22,23,17,63,70,69,23,62,65,51,62,37,81,79,64,67,76,83,71,74,73,74,66,64,67,65,75,7,12,8,8,8
0,173,70,24,4,4,74,69,26,25,21,61,71,68,21,71,67,75,71,69,78,78,71,59,76,75,46,31,55,60,34,73,38,55,38,13,11,14,10,13
0,177,74,20,3,4,79,80,32,32,32,38,66,68,18,54,72,64,65,52,86,84,68,53,83,84,40,44,72,70,59,62,52,65,73,13,14,5,10,6
0,184,87,29,3,2,68,23,75,73,75,78,74,39,77,59,69,53,66,58,65,64,72,84,56,65,78,63,50,29,39,38,33,49,16,10,12,6,14,7
0,174,74,25,3,3,67,69,68,72,74,82,68,57,70,56,66,70,69,52,70,74,83,67,76,71,71,59,71,54,50,63,47,58,53,11,12,11,7,7
0,173,66,19,3,3,73,75,24,30,33,27,71,66,29,64,61,72,70,59,84,79,68,58,82,79,53,58,75,66,71,68,45,64,64,9,9,7,13,8
0,175,70,19,4,3,78,76,28,34,34,48,68,70,26,66,60,66,72,58,79,79,69,55,75,83,55,44,76,62,58,57,48,61,58,9,6,8,7,7
0,186,79,28,3,2,61,49,72,74,71,81,59,55,66,54,69,58,67,62,67,71,78,77,52,59,76,74,66,45,48,45,58,53,41,10,5,11,12,12
0,170,65,26,3,2,70,68,74,71,76,71,75,49,78,40,69,52,68,64,76,75,82,58,84,82,86,56,62,47,50,42,46,51,56,12,12,6,9,14
0,175,59,19,4,2,73,77,13,25,38,53,66,59,18,67,68,69,66,62,87,86,72,45,78,85,79,57,68,71,66,48,35,55,63,6,12,9,9,11
0,181,78,29,3,3,69,66,27,24,26,47,68,73,30,61,70,50,66,61,74,76,76,75,59,69,73,69,72,74,66,60,55,75,69,14,12,12,12,12
0,173,63,20,4,4,72,82,37,35,52,62,65,71,41,65,72,63,67,60,90,90,70,62,76,87,83,56,71,74,60,51,29,46,59,8,6,14,7,9
0,176,68,24,1,3,66,77,58,56,59,63,49,71,67,71,57,74,66,52,84,91,84,60,70,70,57,51,62,67,57,47,38,57,46,5,13,15,12,7
0,189,78,20,3,2,55,48,71,68,72,77,72,28,73,30,50,30,57,42,67,75,71,74,52,60,73,70,53,36,37,33,25,40,30,14,12,11,5,13
0,190,79,19,4,2,63,65,69,74,72,83,63,54,74,58,64,59,73,70,79,80,71,79,65,70,76,70,79,57,56,56,34,48,55,7,11,8,8,11
0,178,68,24,4,3,73,77,45,42,41,56,61,67,33,64,65,70,76,70,73,71,79,59,76,76,53,46,64,68,67,64,75,78,66,13,13,14,5,11
0,174,69,25,4,3,73,75,30,28,29,65,68,60,43,66,63,71,66,60,90,90,78,62,70,80,31,34,70,55,60,52,45,63,54,10,6,10,7,14
0,181,79,23,4,3,72,71,37,46,56,65,71,68,48,72,72,70,72,71,72,70,67,68,65,64,69,69,76,69,75,73,74,66,72,15,6,12,6,13
0,190,82,19,3,2,67,62,19,15,22,41,67,72,22,55,67,37,63,41,85,81,65,78,58,67,72,73,71,73,62,47,42,72,44,13,12,8,7,13
0,172,65,20,4,3,74,78,44,47,54,64,64,68,47,67,65,65,71,65,80,78,72,58,81,81,58,51,68,68,65,68,62,60,64,7,8,8,6,12
